bullying_words,type_bully
 Fuck Justin bieber. He&;s a fucking fag,bully
 Remember that gurl u fight last year?,bully
 heey. how many other formsprings do u have? like 5non-bully? damn. get a life.,bully
 hehehehe(:,bully
 your so stupid  you say your not pretty to people so they can be like oh your so pretty blah-blah-blah!! so can you stop?? i mean i totally agree with you  your ugly as shit  no worse than ugly as shit  so go die.,bully
 wow you&;re a fucking fake. if you&;re tired of everyone talking shit on you formspring  either stop talking shit to them first  or delete the damn thing. gosh  you&;re fucking retarded. I forgot how stupid people are these days  and that would be you.,bully
 Stop Calling Tabi &quot;Fake&quot; Obviously Your The Fake Bitch That Don&;t Have A Life I Don&;t Know Tabi But She Seems Like A Nice Person.,bully
 Hey. Why you such a bitch?,bully
 still a bitch :],bully
 KUM ON DEN WIT DAT BIG DICK,bully
 Tootsy is eww,bully
 Do you want me to cave in &quot;curly tops&quot; head????!?!?!?!?!,bully
 whatever your a fake  and have nothing good to do with your life.,bully
 Your to young what love is bitch so do you use it!!! Dumb whore put your boobs away!!!,bully
 why r u suchho a hoe.?,bully
 niggers,bully
 I hope yhu dnt thinkkk yhur prety casue yhur not!,bully
 ew you&;re gross. ugly. BITCH,bully
 why not? and all you have to say is &quot;nope&quot;. oh and leave people alone(: delete this you fucking fake :),bully
 jerrrk.,bully
 Why do u follow the bandwagon? Formspring. Twitter. What&;s next gay Justin beiber.,bully
 go 2 hell,bully
 No. Im not. But thanks for throwing that out there ;),bully
 Naw nee naw nee naww neee,bully
 yeah go ahead and play victim  i do know you nico. thats how i know your a player.,bully
 Ur facebook is a fake  cos I saw 5other facebook with the same but diff last name and same pics and bully has proof,bully
 Do you stroke your pussyr r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r CAT?,bully
 Bitchh really yur saying shez fat now bitch yur probly the fat lonely ass flat chested bitch who ckant get none so stop hating AND PLEASE BITCH TAKE YUR SHIT OFF ANONYMUS DUMM ASS BITCH !!!!!!,bully
 This is not &quot;Krista&quot; for the last time I have no flippen idea who &quot;krista&quot; is,bully
 im not Jewish im catholic so suck a dick,bully
 ahaha my mom is dead :) but thanks ugly ass bitch that NO BODY knows and has no life and has to talk shit on formspring to pretty girls that she is jelouse of :) alright bitch.,bully
 Aw see even nico does nott want too go near you. I like that you try and typeall ghetto. YOU dont fucking scare me you bitch. Ill fucking kill you if we faught. You&;d probably bring your &quot;ghetto friends&quot; Bahahaha. Who would that be? Bella and kendall? Pff,bully
 Your face is nastyy,bully
 GO TO HELL xD,bully
 baha  actually  im going to go on now :) BITCH ARE YOU FUCKING STUPID? >.> the REAL ashlee has a proof video  your dumb  your probably just some old man behind a computer screen<3 go fuck yourself<3,bully
 i swear to fucking god bitch. i hate you so much. you think you can add people and just talk shit on there pages? haha  naaa. yuuu must got us fucked up. im going to hunt your ass down and beat the shit out of youu with my own to hands. kbitchhhh?,bully
 What lip did u get pierced O.o?? ;),bully
 uhmm bestie... y dnt u evr get da braces?? ya teeth are fcked up???,bully
 lol ok now ur just straight up lying. faggot.,bully
 yu a dam lyee mikey yu kno ya mom behh tearn ya asz up.,bully
 Why did you fake yourself? That&;s lameeee you know there is like a lot of hate groups on myspace of you?,bully
 :] im sorry  im not the one being a fake of some lady lol comeon now >.> be your damn self (: and im not fucking mental  i know what js means. i think you need to stfu and get a damn life instead of beng on here and faking some girl ; btw NICE COMEBACK!,bully
 stupid bitchhh and hop of ashlie&;s formspring,bully
 If you think i care about what you think of me  then you&apos;ve highly over estimated my opinion of you! bitch/,bully
 DID YOU JUST FUCKING SAY MY NAME,bully
 No honestly your really immature :),bully
 lets see it then ? ( : &amp;&amp; i was born in th ghetto si wtfuhh you know bout tht cuhh? ahaha not a damn thing! get on my level trickk. show a name &amp; catchh ahh fade lil homiee. &amp; no you know what dont stay away from me  come find me bxtch ;D<33,bully
 Get fucking real dude.,bully
 She is as dirty as they come  and that crook Rengel  the Dems are so fucking corrupt it's a joke. Make Republicans look like  ...,bully
 why did you fuck it up. I could do it all day too. Let's do it when you have an hour. Ping me later to sched writing a book here.,bully
 Dude they dont finish enclosing the fucking showers. I hate half assed jobs. Whats the reasononing behind it? Makes no sense.,bully
 WTF are you talking about Men? No men thats not a menage  that's just gay.,bully
Ill save you the trouble sister. Here comes a big ol fuck France block coming your way here on the twitter.,bully
 Im dead serious.Real athletes never cheat don't even have the appearance of at his level. Fuck him dude seriously  I think he did,bully
...go absolutely insane.hate to be the bearer of bad news..LoL..dont shoot the messenger (cause we all know you bought that pistol,bully
Lmao  im watching the same thing ahaha. The gay guy is hilarious! "Dede having a good day and I dont want anyone to mess it up.",bully
LOL  no he said  What do you call a jail cell to a gay guy? Paradise! ahaha.,bully
truth on both counts that guy is an ass  and their product is sub par. I tell people try Dalesandros orJim's,bully
Shakespeare nerd!,bully
you are SUCH a fucking dork,bully
Heh. Fuck 'em WHERE?!?,bully
damn it i totally forgot that one!,bully
wow  damn I would have been pissed @ that...,bully
nigga u geigh lmao! fuck yo finals beeeeeitch,bully
that sucks :(,bully
read that this morning. my fav is how they just straight up say "cum shots",bully
Unibroue bully7 !!!! Another damn good Unibroue,bully
damn your evil 6non-bully minute IPA beckoning me from the fridge right now...,bully
It did  then my fucking dad turned it off. I just don't think it likes your movies. I was tryin to watch Nanny Diaries.,bully
it pretty much is a fuck you card..,bully
that karma is a bitch  HUH,bully
don't get too fat or you'll turn into a boomer,bully
the hormones are worse for guys.  I cant tell you how much I truly hate the thoughts that go through my head.,bully
except for joe jonas the ass munch who broke up w/our tyler via phone..kinda like doing via text - what kind of a-hole does that?,bully
man that rly sucks. I for bully am positive that all will work out. You're a bright dude... pretty cool 2 if I don't say so myself.,bully
hard to kick ass yourself with slippers on?  On it.,bully
Thats pretty damn awesome! Very smart :) @Aaronage Sure!,bully
freak'n awesome. so far loving 4.5. the browser is fantastic. and finally video  pretty cool,bully
Damn  that sounds good...,bully
they should have a wii loser..that way you can compete with your wii friends.,bully
@markmancao haha. i love it! gay nights for all!,bully
that's awesome! you're pretty damn good!,bully
Faggoty fag fag. Gay secks man blowjob. Settle down.,bully
Right. That wouldn't be creepy as fuck.,bully
HOLY SHIT. Fuck that band.,bully
Gay fag.,bully
oh ok it's the dick-in-a-box guys  that explains the timberlake appearance,bully
*falls off of bed laughing fabulous ass off* Dude I think that made me BLUSH. WTF? LOL?,bully
and @justlikeanovel: *raises hand rather gaily* One real gay man right here  darlings! HOLLA! #supergay,bully
 oh man. the malls are a mess  it grosses me out. ohhh capitalist dogma  how i hate you,bully
where'd ya put it? o btw: "kick ass quote Copyright&#bully69; 2non-bullynon-bully9 @abcd9bully All Rights Reserved",bully
It sucks to be done with exams n still be @ Mayag.,bully
Epic WINS for Fuck City&lt;3,bully
Has it snowed where you are?? I miss the damn snow. I haven't seen any in forever. Everyone has some snow but me :( lol,bully
 aren't you just super special.  I will not know the sweetness of sleep until about 9 tonight. I hate grad school. I want out!,bully
fuck yes.  I hate them at work...,bully
Holy ass hell balls!!!  $26non-bully for premium????  Fuck upgrading.  I will fucking cope with Basic,bully
but seriously...  WHY THE HELL ARE YOU STILL ONLINE????  Were you injured in god damn 'NAM or something???  GO!!!,bully
damn. Don't want to visit a country that doesn't allow passport smile. Just want to go to Cabo soon.,bully
I've never been to New York  and Peyton was an ass when the Chargers wanted to draft him  but I do love to win.,bully
damn.  did you buy bitchy too?,bully
then by all means  bitch away! haha.,bully
sucks that ppl will do anything to make a buck. i just love how your fans are calling them out. and i'm glad your iphone is safe.,bully
Let that pussy freeze. Rotten bitey little bastard.,bully
Dood! You just justified your MBA. I pity the sorry ass of that downtrodden employee whose manager you'll soon become.,bully
hehehe. mine pleasure. Btw I too so loves it  when people be presumptous pricksy wicksies! feel jolly nice for me ass to rub on.,bully
I've only lived a quarter of my life and no crisis so far... loser experience  yeah...couple of kinky pinky stuff-yeah. But crisis? Naa,bully
imagine a building. not any building...a fucking 3non-bullynon-bully acre building full of weed....not any weed...but Caucasian Monkey-fuck Weed!,bully
Ugh  twitter stop it  you fucking slut.,bully
HAHAHAHAHAHAHAHAHAHAHAHAHA (eww now thats fucking gross!) HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAAHAHAAHAHAAH,bully
cute video lexi u hve some of the of the weridest & cutest little toys i know wht u'll say (shut the fuck up ACH) haha,bully
Fuck the pics! @giove_dea WE WANT VIDS!!,bully
Hard to play because it is damn fucking awful,bully
you got that right! People stealing others' generators  & other stuff inside the homes when they know no one's home..sucks big time,bully
no grown man should include DIP in his sentence....lol...I know I'm hatin but fuck it I'm lookin @ snow..lol,bully
oh god  we have an icp display in our window  and weve been getting so many fucking juggalos and they smell sooo bad.,bully
you should have her talk to @junsten about that. Similarly  he once told me  completely out of the blue  "I'd hate to be a bird.",bully
I nominate @PRsarahevans for a Shorty Award in #socialmedia because... Shes damn good at everything to do with Social Media.,bully
Captain Jean Luc Pic-card of the USS Enter-prize  Captain Jean Luc Pic-Y'KNOW WHAT? FUCK YOU  TEMPLESMITH!,bully
FUCK YOU RIGHT IN THE FILTHY PUCKERING SPHINCTER YOU CALL A SOUL!,bully
another downside to living in DSM but working in Indianola:  lunch meetups are usually not possible. :( damn isolation!!!,bully
there's nothing better than listening to music on shuffle and hearing you say "you bitch!" randomly in the middle of it.,bully
I got it. How many damn websites do u have homie! Sheesh!,bully
U know they all the same dame spot! I bet ya'll got the same damn middle eastern type of cats cooking that crack up too!,bully
 kno I check ur blog out! Alpha females vs being a bitch.....damn u be analyzing!,bully
haris i m trying to control my fat tummy did'nt eat from 2 days :D,bully
7non-bullynon-bully. you glutinous bitch!,bully
Ok  you're starting to sell me on these vinyl toys (damn  that sounds bad),bully
So true  so true.  Lame ass people are now officially off my radar!!!! Bu-bye!,bully
lo thankyou.. will see you soon :) and i hav to send a mail to u damn!,bully
Have you tried 'fuck' and 'Fuck'? (yes  they are different),bully
Well  not unless he wants some hot Vulcan action.  It only happens once every seven years  but damn  is it worth it.,bully
damn i was hoping for some cash out of this... how bout 5 for pain and suffering lol,bully
that sucks... she should prolly just change her major lol,bully
that sucks... so are there plans to get back together? or are they done?,bully
you are a fatty fat fat,bully
you never posted your blog. and today is guest blog day. get with the program my slut pink zebra. LOL loveee you anyway!,bully
they're not gross. U shaddup u fat ass HATER!!! & yes I made them for mark & my son.,bully
no one likes every fat snack u do bitch! so shaddup ahahahahaha,bully
stop the hateration bitch! it's only gonna make that mohawk stand up rotf!!!,bully
ask him why he's jumping out of the window. And ask him hows he gonna do it in those tight ass jeans???,bully
Night Guy' is ALL motivated @ bullybullypm but he knows 'Morning Guy' is gonna hate him when Miss Emily arrives at 5:3non-bullyam ;-) Night Tweets!,bully
OK but I'm telling you  it's going to be hard for me to fight my inner grammar nerd. I'll do it for the cause though ;),bully
mythbusters is a great and nerdy show. Embrace your inner nerd..no suprise they were on the launch of youtube live ha NERDZ ROOL,bully
lol @ "the bitch". damn.,bully
damn. thats crazy early. i wont hit the city til 9:3non-bully but i will be a few blocks from the spot.,bully
Slurpees are awesome. Damn  now I really really want one O.o,bully
